"Open","High","Low","Close","Volume","Adjusted"
"2017-10-19",990,991.049988,980.23999,986.609985,3108200,986.609985
"2017-10-20",993.530029,994.619995,982,982.909973,2365100,982.909973
"2017-10-23",986.72998,986.780029,962.5,966.299988,3494100,966.299988
"2017-10-24",969,979.849976,965,975.900024,2723900,975.900024
"2017-10-25",978,984.440002,966.23999,972.909973,3033100,972.909973
"2017-10-26",980.330017,982.900024,968.549988,972.429993,5618700,972.429993
"2017-10-27",1058.140015,1105.579956,1050.550049,1100.949951,16565000,1100.949951
"2017-10-30",1095.01001,1122.790039,1093.560059,1110.849976,6613100,1110.849976
"2017-10-31",1109,1110.540039,1101.119995,1105.280029,3477000,1105.280029
"2017-11-01",1105.400024,1108.969971,1096.73999,1103.680054,3755500,1103.680054
"2017-11-02",1097.810059,1101.939941,1086.869995,1094.219971,3684900,1094.219971
"2017-11-03",1091.150024,1112.680054,1088.52002,1111.599976,3751500,1111.599976
"2017-11-06",1109.150024,1125.410034,1108.77002,1120.660034,3381100,1120.660034
"2017-11-07",1124.73999,1130.599976,1117.5,1123.170044,2689000,1123.170044
"2017-11-08",1122.819946,1135.540039,1119.109985,1132.880005,2581500,1132.880005
"2017-11-09",1125.959961,1129.619995,1115.77002,1129.130005,3732700,1129.130005
"2017-11-10",1126.099976,1131.75,1124.060059,1125.349976,2179900,1125.349976
"2017-11-13",1123,1139.900024,1122.339966,1129.170044,2918400,1129.170044
"2017-11-14",1130.109985,1138,1123.890015,1136.839966,3138400,1136.839966
"2017-11-15",1127.01001,1131.75,1121.630005,1126.689941,3928700,1126.689941
"2017-11-16",1130.160034,1138.160034,1130.050049,1137.290039,2213300,1137.290039
"2017-11-17",1138.280029,1138.800049,1125.810059,1129.880005,2413400,1129.880005
"2017-11-20",1129.77002,1133.420044,1122.550049,1126.310059,2163900,1126.310059
"2017-11-21",1132.859985,1140,1128.199951,1139.48999,2479400,1139.48999
"2017-11-22",1141,1160.27002,1141,1156.160034,3555300,1156.160034
"2017-11-24",1160.699951,1186.839966,1160.699951,1186,3528000,1186
"2017-11-27",1202.660034,1213.410034,1191.150024,1195.829956,6744000,1195.829956
"2017-11-28",1204.880005,1205.339966,1188.52002,1193.599976,4559400,1193.599976
"2017-11-29",1194.800049,1194.800049,1145.189941,1161.27002,9257500,1161.27002
"2017-11-30",1167.099976,1178.569946,1160,1176.75,4509200,1176.75
"2017-12-01",1172.050049,1179.650024,1152,1162.349976,4107100,1162.349976
"2017-12-04",1173.849976,1175.199951,1128,1133.949951,5931900,1133.949951
"2017-12-05",1128.26001,1159.27002,1124.73999,1141.569946,4079800,1141.569946
"2017-12-06",1137.98999,1155.890015,1136.079956,1152.349976,2853300,1152.349976
"2017-12-07",1156.589966,1163.189941,1151,1159.790039,2511600,1159.790039
"2017-12-08",1170.400024,1172.790039,1157.099976,1162,3050100,1162
"2017-12-11",1164.599976,1169.900024,1157,1168.920044,2363500,1168.920044
"2017-12-12",1166.51001,1173.599976,1161.609985,1165.079956,2235900,1165.079956
"2017-12-13",1170,1170.869995,1160.27002,1164.130005,2616800,1164.130005
"2017-12-14",1163.709961,1177.930054,1162.449951,1174.26001,3214300,1174.26001
"2017-12-15",1179.030029,1182.75,1169.329956,1179.140015,4778600,1179.140015
"2017-12-18",1187.369995,1194.780029,1180.910034,1190.579956,2947600,1190.579956
"2017-12-19",1189.150024,1192.969971,1179.140015,1187.380005,2587800,1187.380005
"2017-12-20",1190.5,1191,1176,1177.619995,2371200,1177.619995
"2017-12-21",1175.900024,1179.170044,1167.640015,1174.76001,2123100,1174.76001
"2017-12-22",1172.079956,1174.619995,1167.829956,1168.359985,1585100,1168.359985
"2017-12-26",1168.359985,1178.319946,1160.550049,1176.76001,2005200,1176.76001
"2017-12-27",1179.910034,1187.290039,1175.609985,1182.26001,1867200,1182.26001
"2017-12-28",1189,1190.099976,1184.380005,1186.099976,1841700,1186.099976
"2017-12-29",1182.349976,1184,1167.5,1169.469971,2688400,1169.469971
"2018-01-02",1172,1190,1170.51001,1189.01001,2694500,1189.01001
"2018-01-03",1188.300049,1205.48999,1188.300049,1204.199951,3108800,1204.199951
"2018-01-04",1205,1215.869995,1204.660034,1209.589966,3022100,1209.589966
"2018-01-05",1217.51001,1229.140015,1210,1229.140015,3544700,1229.140015
"2018-01-08",1236,1253.079956,1232.030029,1246.869995,4279500,1246.869995
"2018-01-09",1256.900024,1259.329956,1241.76001,1252.699951,3661300,1252.699951
"2018-01-10",1245.150024,1254.329956,1237.22998,1254.329956,2686000,1254.329956
"2018-01-11",1259.73999,1276.77002,1256.459961,1276.680054,3125000,1276.680054
"2018-01-12",1273.390015,1305.76001,1273.390015,1305.199951,5443700,1305.199951
"2018-01-16",1323,1339.939941,1292.300049,1304.859985,7220700,1304.859985
"2018-01-17",1312.23999,1314,1280.880005,1295,5221400,1295
"2018-01-18",1293.949951,1304.599976,1284.02002,1293.319946,4026900,1293.319946
"2018-01-19",1312,1313,1292.98999,1294.579956,4578500,1294.579956
"2018-01-22",1297.170044,1327.449951,1296.660034,1327.310059,4140100,1327.310059
"2018-01-23",1338.089966,1364.900024,1337.339966,1362.540039,5169300,1362.540039
"2018-01-24",1374.819946,1388.160034,1338,1357.51001,6807500,1357.51001
"2018-01-25",1368,1378.339966,1357.619995,1377.949951,4753000,1377.949951
"2018-01-26",1392.01001,1402.530029,1380.910034,1402.050049,4857300,1402.050049
"2018-01-29",1409.180054,1431.390015,1400.439941,1417.680054,5701900,1417.680054
"2018-01-30",1403.170044,1439.25,1392,1437.819946,5871900,1437.819946
"2018-01-31",1451.300049,1472.579956,1450.040039,1450.890015,6424700,1450.890015
"2018-02-01",1445,1459.880005,1385.140015,1390,9113800,1390
"2018-02-02",1477.390015,1498,1414,1429.949951,11125700,1429.949951
"2018-02-05",1402.619995,1458.97998,1320.719971,1390,11495000,1390
"2018-02-06",1361.459961,1443.98999,1351.790039,1442.839966,11066800,1442.839966
"2018-02-07",1449,1460.98999,1415.150024,1416.780029,7162700,1416.780029
"2018-02-08",1429.680054,1433.75,1349.939941,1350.5,8578600,1350.5
"2018-02-09",1373.48999,1383.5,1265.930054,1339.599976,14141500,1339.599976
"2018-02-12",1364.670044,1393.810059,1344.01001,1386.22998,6738900,1386.22998
"2018-02-13",1385.930054,1419.719971,1383.530029,1414.51001,5917900,1414.51001
"2018-02-14",1406.25,1452.060059,1403.359985,1451.050049,5959200,1451.050049
"2018-02-15",1466.890015,1468.939941,1436.839966,1461.76001,5652700,1461.76001
"2018-02-16",1457.369995,1465.800049,1446.560059,1448.689941,4472600,1448.689941
"2018-02-20",1446.48999,1488.77002,1446.48999,1468.349976,6499200,1468.349976
"2018-02-21",1485,1503.48999,1478.920044,1482.920044,6304400,1482.920044
"2018-02-22",1495.359985,1502.540039,1475.76001,1485.339966,4858100,1485.339966
"2018-02-23",1495.339966,1500,1486.5,1500,4418100,1500
"2018-02-26",1509.199951,1522.839966,1507,1521.949951,4955000,1521.949951
"2018-02-27",1524.5,1526.780029,1507.209961,1511.97998,4808800,1511.97998
"2018-02-28",1519.51001,1528.699951,1512,1512.449951,4515000,1512.449951
"2018-03-01",1513.599976,1518.48999,1465,1493.449951,6835200,1493.449951
"2018-03-02",1469.099976,1501.050049,1455.01001,1500.25,6587600,1500.25
"2018-03-05",1494.23999,1525.380005,1481,1523.609985,5233900,1523.609985
"2018-03-06",1533.199951,1542.130005,1528,1537.640015,4561700,1537.640015
"2018-03-07",1526.52002,1545.900024,1522.51001,1545,4174100,1545
"2018-03-08",1550,1554.880005,1545.25,1551.859985,3862600,1551.859985
"2018-03-09",1563.5,1578.939941,1559.079956,1578.890015,4534300,1578.890015
"2018-03-12",1592.599976,1605.329956,1586.699951,1598.390015,5174200,1598.390015
"2018-03-13",1615.959961,1617.540039,1578.01001,1588.180054,6531900,1588.180054
"2018-03-14",1597,1606.439941,1590.890015,1591,4259400,1591
"2018-03-15",1595,1596.910034,1578.109985,1582.319946,4069700,1582.319946
"2018-03-16",1583.449951,1589.439941,1567.5,1571.680054,5425000,1571.680054
"2018-03-19",1554.530029,1561.660034,1525.349976,1544.930054,6580800,1544.930054
"2018-03-20",1550.339966,1587,1545.410034,1586.51001,4581600,1586.51001
"2018-03-21",1586.449951,1590,1563.170044,1581.859985,4750800,1581.859985
"2018-03-22",1565.469971,1573.849976,1542.400024,1544.920044,6320600,1544.920044
"2018-03-23",1539.01001,1549.02002,1495.359985,1495.560059,8006000,1495.560059
"2018-03-26",1530,1556.98999,1499.25,1555.859985,5624700,1555.859985
"2018-03-27",1572.400024,1575.969971,1482.319946,1497.050049,6999600,1497.050049
"2018-03-28",1447,1455.900024,1386.170044,1431.420044,13705300,1431.420044
"2018-03-29",1406,1455.469971,1365.199951,1447.339966,12581100,1447.339966
"2018-04-02",1417.619995,1421.359985,1355,1371.98999,10463600,1371.98999
"2018-04-03",1391.380005,1414,1355.329956,1392.050049,10231200,1392.050049
"2018-04-04",1358.23999,1415.390015,1352.880005,1410.569946,6982300,1410.569946
"2018-04-05",1441.98999,1459.560059,1427.069946,1451.75,6413500,1451.75
"2018-04-06",1429.969971,1452.5,1400.26001,1405.22998,5882300,1405.22998
"2018-04-09",1425.030029,1438.47998,1402.569946,1406.079956,4208200,1406.079956
"2018-04-10",1431.98999,1438.380005,1415.699951,1436.219971,4254100,1436.219971
"2018-04-11",1439.439941,1448.780029,1424.890015,1427.050049,3582500,1427.050049
"2018-04-12",1439.5,1452.119995,1435.060059,1448.5,3135000,1448.5
"2018-04-13",1449.140015,1459.780029,1424.52002,1430.790039,3685300,1430.790039
"2018-04-16",1445,1447,1427.47998,1441.5,2808600,1441.5
"2018-04-17",1462.300049,1507.189941,1457.02002,1503.829956,5114400,1503.829956
"2018-04-18",1514.650024,1533.800049,1504.109985,1527.839966,5227500,1527.839966
"2018-04-19",1543.219971,1568.52002,1539.060059,1556.910034,6523700,1556.910034
"2018-04-20",1561.199951,1561.199951,1516.089966,1527.48999,5541600,1527.48999
"2018-04-23",1546.689941,1548,1503.410034,1517.859985,4465400,1517.859985
"2018-04-24",1535.800049,1539.5,1448.449951,1460.089966,7494700,1460.089966
"2018-04-25",1458,1469.98999,1415.02002,1460.170044,6587300,1460.170044
"2018-04-26",1485.01001,1529.420044,1478.5,1517.959961,8801100,1517.959961
"2018-04-27",1634.01001,1638.099976,1567.390015,1572.619995,13053200,1572.619995
"2018-04-30",1582.5,1596,1560.939941,1566.130005,5464100,1566.130005
"2018-05-01",1563.219971,1585,1552.180054,1582.26001,4572100,1582.26001
"2018-05-02",1580.97998,1588.5,1566.359985,1569.680054,4360300,1569.680054
"2018-05-03",1560.01001,1574.800049,1546.02002,1572.079956,4251900,1572.079956
"2018-05-04",1562.449951,1584.900024,1562.189941,1580.949951,3443600,1580.949951
"2018-05-07",1589.339966,1606.949951,1587.829956,1600.140015,3801900,1600.140015
"2018-05-08",1595,1596.880005,1582.51001,1592.390015,3067900,1592.390015
"2018-05-09",1600,1608,1592,1608,3637300,1608
"2018-05-10",1608.47998,1615.599976,1603.439941,1609.079956,2817500,1609.079956
"2018-05-11",1610.98999,1611.099976,1597.890015,1602.910034,2263900,1602.910034
"2018-05-14",1604,1611.180054,1600.050049,1601.540039,2509500,1601.540039
"2018-05-15",1587.800049,1587.800049,1565.219971,1576.119995,5077500,1576.119995
"2018-05-16",1577.5,1594.430054,1576.670044,1587.280029,2570600,1587.280029
"2018-05-17",1580.560059,1594.040039,1573,1581.76001,2147600,1581.76001
"2018-05-18",1581.329956,1583.589966,1572.099976,1574.369995,2642600,1574.369995
"2018-05-21",1585,1592.050049,1575,1585.459961,2925200,1585.459961
"2018-05-22",1589.890015,1589.890015,1575.25,1581.400024,2115600,1581.400024
"2018-05-23",1571.050049,1601.859985,1566.339966,1601.859985,3299800,1601.859985
"2018-05-24",1598.030029,1608.23999,1588.380005,1603.069946,3430000,1603.069946
"2018-05-25",1603,1614.119995,1600.449951,1610.150024,2698400,1610.150024
"2018-05-29",1600.709961,1621.790039,1600.150024,1612.869995,3846500,1612.869995
"2018-05-30",1618.099976,1626,1612.930054,1624.890015,2907400,1624.890015
"2018-05-31",1623,1635,1621.349976,1629.619995,3166300,1629.619995
"2018-06-01",1637.030029,1646.72998,1635.089966,1641.540039,3313400,1641.540039
"2018-06-04",1648.900024,1665.680054,1645.48999,1665.27002,3187700,1665.27002
"2018-06-05",1672.98999,1699,1670.060059,1696.349976,4782200,1696.349976
"2018-06-06",1704.51001,1714.5,1686.469971,1695.75,5473200,1695.75
"2018-06-07",1698.560059,1699.900024,1676.109985,1689.300049,3765700,1689.300049
"2018-06-08",1681.119995,1689.439941,1673.01001,1683.98999,2955100,1683.98999
"2018-06-11",1681.51001,1694.23999,1680.589966,1689.119995,2335500,1689.119995
"2018-06-12",1693,1699.51001,1691.52002,1698.75,2259200,1698.75
"2018-06-13",1702.810059,1713.75,1700.119995,1704.859985,3327500,1704.859985
"2018-06-14",1713.47998,1724.800049,1708.869995,1723.859985,3174400,1723.859985
"2018-06-15",1714,1720.869995,1708.52002,1715.969971,4777600,1715.969971
"2018-06-18",1706.26001,1726.73999,1702.560059,1723.790039,3107700,1723.790039
"2018-06-19",1709.040039,1736.109985,1700.390015,1734.780029,4290100,1734.780029
"2018-06-20",1742.5,1762.930054,1741.359985,1750.079956,4332600,1750.079956
"2018-06-21",1760,1763.099976,1717.560059,1730.219971,4941100,1730.219971
"2018-06-22",1742.619995,1743,1711.900024,1715.670044,4075100,1715.670044
"2018-06-25",1702.51001,1705,1646.310059,1663.150024,7511200,1663.150024
"2018-06-26",1672.369995,1701.569946,1663.339966,1691.089966,4386600,1691.089966
"2018-06-27",1708.109985,1711.949951,1660,1660.51001,4872200,1660.51001
"2018-06-28",1672.540039,1705.5,1661.170044,1701.449951,4529700,1701.449951
"2018-06-29",1717,1723.410034,1694.319946,1699.800049,4543500,1699.800049
"2018-07-02",1682.699951,1713.890015,1678.060059,1713.780029,3185700,1713.780029
"2018-07-03",1723.959961,1725,1692.47998,1693.959961,2177300,1693.959961
"2018-07-05",1705.380005,1710.689941,1682.150024,1699.72998,2983100,1699.72998
"2018-07-06",1696,1715.27002,1691.670044,1710.630005,2650300,1710.630005
"2018-07-09",1724.050049,1739.560059,1716.22998,1739.02002,3012000,1739.02002
"2018-07-10",1738.530029,1750,1731,1743.069946,3002900,1743.069946
"2018-07-11",1737.98999,1756.959961,1734,1755,3209800,1755
"2018-07-12",1764.51001,1798,1762.180054,1796.619995,4532700,1796.619995
"2018-07-13",1803.930054,1815.300049,1795.22998,1813.030029,4383200,1813.030029
"2018-07-16",1821.949951,1841.949951,1814.449951,1822.48999,5466200,1822.48999
"2018-07-17",1811.560059,1851.689941,1797.380005,1843.930054,5682900,1843.930054
"2018-07-18",1848,1858.880005,1831.27002,1842.920044,4861900,1842.920044
"2018-07-19",1829.459961,1841,1811.27002,1812.969971,4676900,1812.969971
"2018-07-20",1825.01001,1834.839966,1810.060059,1813.699951,3884400,1813.699951
"2018-07-23",1812.209961,1819,1769.98999,1802,3888500,1802
"2018-07-24",1829.01001,1840,1809.380005,1829.23999,4278700,1829.23999
"2018-07-25",1829.300049,1863.839966,1822.640015,1863.609985,3738200,1863.609985
"2018-07-26",1839,1844.680054,1804.5,1808,9924400,1808
"2018-07-27",1876.050049,1880.050049,1806.530029,1817.27002,9681000,1817.27002
